,시도,군구,관광지,내/외국인,총계(2022.01 ~ 2022.12),인원계,2022년 01월,2022년 02월,2022년 03월,2022년 04월,2022년 05월,2022년 06월,2022년 07월,2022년 08월,2022년 09월,2022년 10월,2022년 11월,2022년 12월
309,경상북도,포항시,기청산식물원,내국인,7042,7042,109.0,92.0,142.0,1088.0,1442.0,824.0,422.0,193.0,989.0,1122.0,521.0,98.0
310,경상북도,포항시,덕동문화마을,내국인,6369,6369,117.0,0.0,0.0,184.0,883.0,224.0,292.0,223.0,2015.0,1520.0,673.0,238.0
311,경상북도,포항시,덕실마을(대통령고향마을),내국인,8870,8870,415.0,376.0,363.0,464.0,648.0,387.0,425.0,408.0,4492.0,530.0,111.0,251.0
312,경상북도,포항시,보경사,내국인,535467,535467,15820.0,18105.0,16540.0,38090.0,45100.0,36650.0,32490.0,36160.0,21960.0,109888.0,152404.0,12260.0
313,경상북도,포항시,사방기념공원,내국인,214428,214428,28400.0,20930.0,16727.0,23564.0,25170.0,18317.0,15560.0,14440.0,11970.0,18310.0,13130.0,7910.0
314,경상북도,포항시,새마을기념관,내국인,21953,21953,350.0,300.0,300.0,700.0,890.0,1100.0,1500.0,2100.0,2298.0,3735.0,4180.0,4500.0
315,경상북도,포항시,새천년기념관,내국인,20868,20868,1917.0,1556.0,1100.0,2313.0,4214.0,3484.0,1484.0,1802.0,69.0,2764.0,165.0,0.0
316,경상북도,포항시,스페이스워크,내국인,1139066,1139066,88638.0,63708.0,62785.0,98213.0,124728.0,95799.0,108833.0,129918.0,66050.0,102200.0,93732.0,104462.0
317,경상북도,포항시,영일민속박물관,내국인,9654,9654,639.0,556.0,682.0,679.0,682.0,810.0,742.0,662.0,1820.0,856.0,880.0,646.0
318,경상북도,포항시,오어사,내국인,244533,244533,21140.0,21130.0,15340.0,26890.0,35480.0,18580.0,12660.0,10870.0,6850.0,35083.0,29710.0,10800.0
319,경상북도,포항시,포스코,내국인,28482,28482,2269.0,1880.0,1680.0,2798.0,4209.0,3103.0,3965.0,3605.0,417.0,1068.0,1636.0,1852.0
320,경상북도,포항시,포스코역사관,내국인,25837,25837,2452.0,1959.0,1126.0,1767.0,2939.0,2811.0,4109.0,3970.0,362.0,1043.0,1762.0,1537.0
321,경상북도,포항시,포항가속기연구소,내국인,2510,2510,66.0,13.0,156.0,88.0,391.0,275.0,397.0,294.0,169.0,199.0,251.0,211.0
322,경상북도,포항시,포항시립미술관,내국인,156808,156808,8950.0,11824.0,9061.0,15195.0,11579.0,17173.0,16268.0,18836.0,5822.0,15928.0,12977.0,13195.0
323,경상북도,포항시,포항운하홍보관,내국인,104972,104972,6054.0,4963.0,5125.0,7734.0,13633.0,11159.0,10827.0,12209.0,5105.0,12910.0,8576.0,6677.0
324,경상북도,포항시,포항함,내국인,39185,39185,2939.0,2544.0,1978.0,2688.0,4498.0,4569.0,3475.0,3778.0,2803.0,3780.0,2546.0,3587.0
325,경상북도,포항시,한국로봇융합연구원,내국인,8667,8667,867.0,526.0,409.0,656.0,901.0,747.0,1007.0,1009.0,356.0,562.0,843.0,784.0
326,경상북도,경주시,경주 동궁과 월지,내국인,1629225,1629225,38700.0,25563.0,17891.0,149261.0,173693.0,152458.0,181765.0,264125.0,127548.0,234885.0,159618.0,103718.0
327,경상북도,경주시,경주 세계문화엑스포공원,내국인,436539,436539,22498.0,38498.0,16274.0,16074.0,38359.0,37273.0,23977.0,44544.0,51425.0,58713.0,22356.0,66548.0
328,경상북도,경주시,경주 양동마을,내국인,134779,134779,9267.0,7314.0,6734.0,12450.0,12895.0,9966.0,7089.0,8945.0,11374.0,23172.0,17099.0,8474.0
329,경상북도,경주시,경주 오릉,내국인,64390,64390,3665.0,3542.0,7255.0,8096.0,7211.0,4207.0,3198.0,4013.0,4847.0,9525.0,6479.0,2352.0
330,경상북도,경주시,경주 토함산 (불국사탐방로 제외),내국인,84712,84712,10195.0,8414.0,8969.0,10291.0,10411.0,9241.0,8590.0,8467.0,2874.0,3326.0,2525.0,1409.0
331,경상북도,경주시,경주감은사지,내국인,47104,47104,3043.0,2615.0,1350.0,2405.0,4045.0,3214.0,2270.0,3004.0,3494.0,7094.0,7502.0,7068.0
332,경상북도,경주시,경주동궁원,내국인,453381,453381,37199.0,36498.0,25088.0,39832.0,43351.0,39273.0,33821.0,42267.0,33909.0,51481.0,32943.0,37719.0
333,경상북도,경주시,경주월드,내국인,1529344,1529344,132131.0,80733.0,45376.0,113392.0,189707.0,94676.0,170670.0,189622.0,109516.0,214860.0,112490.0,76171.0
334,경상북도,경주시,교촌한옥마을,내국인,270478,270478,18480.0,15629.0,13232.0,25284.0,25706.0,19112.0,14106.0,19207.0,23347.0,47745.0,30625.0,18005.0
335,경상북도,경주시,구미산,내국인,2719,2719,267.0,223.0,231.0,331.0,332.0,128.0,188.0,200.0,159.0,269.0,270.0,121.0
336,경상북도,경주시,기림사,내국인,43569,43569,3380.0,2736.0,2341.0,4123.0,4341.0,3855.0,2861.0,3634.0,2133.0,5975.0,5899.0,2291.0
337,경상북도,경주시,김유신장군묘,내국인,57739,57739,4133.0,4340.0,3043.0,9722.0,6139.0,3904.0,2903.0,3460.0,4356.0,7751.0,5764.0,2224.0
338,경상북도,경주시,남산,내국인,285360,285360,24318.0,22734.0,22576.0,27217.0,30701.0,22334.0,17922.0,19163.0,21855.0,30001.0,28402.0,18137.0
339,경상북도,경주시,단석산(국립공원),내국인,1908,1908,138.0,152.0,33.0,267.0,218.0,168.0,188.0,118.0,165.0,142.0,180.0,139.0
340,경상북도,경주시,대릉원,내국인,1329114,1329114,81857.0,78679.0,67147.0,147769.0,133287.0,102206.0,88359.0,116424.0,111811.0,197742.0,135302.0,68531.0
341,경상북도,경주시,무열왕릉,내국인,72042,72042,5540.0,4663.0,2978.0,6256.0,8619.0,5914.0,4154.0,4159.0,6245.0,12124.0,7991.0,3399.0
342,경상북도,경주시,분황사,내국인,98833,98833,5418.0,5339.0,3057.0,2452.0,11077.0,6272.0,4418.0,12916.0,10583.0,20813.0,12243.0,4245.0
343,경상북도,경주시,불국사,내국인,1413944,1413944,82371.0,80413.0,66696.0,131383.0,126730.0,114000.0,72143.0,130056.0,112296.0,199572.0,201902.0,96382.0
344,경상북도,경주시,석굴암,내국인,650988,650988,45777.0,44309.0,33383.0,47073.0,60854.0,58964.0,38133.0,68407.0,41813.0,91617.0,75832.0,44826.0
345,경상북도,경주시,소금강산,내국인,107586,107586,10703.0,9419.0,12705.0,10248.0,10533.0,7548.0,8038.0,7159.0,6373.0,8979.0,8399.0,7482.0
346,경상북도,경주시,신라역사과학관,내국인,10962,10962,450.0,648.0,59.0,345.0,1129.0,850.0,680.0,861.0,1799.0,2729.0,952.0,460.0
347,경상북도,경주시,양남 주상절리 전망대,내국인,272436,272436,20953.0,19697.0,16059.0,24334.0,29956.0,25710.0,24674.0,25891.0,16459.0,28153.0,22322.0,18228.0
348,경상북도,경주시,통일전,내국인,65902,65902,2348.0,1879.0,4003.0,9099.0,10856.0,6220.0,4267.0,4078.0,4097.0,10035.0,7671.0,1349.0
349,경상북도,경주시,포석정,내국인,63652,63652,4656.0,4318.0,3054.0,6349.0,7844.0,5107.0,3508.0,4916.0,4935.0,10100.0,5996.0,2869.0
350,경상북도,김천시,국립김천치유의숲,내국인,31592,31592,1226.0,1286.0,1686.0,2454.0,3390.0,2477.0,2834.0,7592.0,2196.0,3588.0,1514.0,1349.0
351,경상북도,김천시,김천녹색미래과학관,내국인,134543,134543,7277.0,3988.0,4383.0,9325.0,14781.0,13530.0,15275.0,12767.0,10946.0,18877.0,11559.0,11835.0
352,경상북도,김천시,김천시립미술관,내국인,5711,5711,161.0,137.0,154.0,520.0,613.0,568.0,629.0,428.0,810.0,552.0,693.0,446.0
353,경상북도,김천시,김천시립박물관,내국인,27959,27959,1739.0,1494.0,1868.0,2588.0,2929.0,1851.0,1914.0,2252.0,2622.0,4372.0,2847.0,1483.0
354,경상북도,김천시,김천실내체육관,내국인,24535,24535,5680.0,0.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,3917.0,5100.0,9033.0
355,경상북도,김천시,문화예술회관,내국인,10493,10493,0.0,0.0,0.0,0.0,0.0,364.0,947.0,608.0,2559.0,4279.0,0.0,1736.0
356,경상북도,김천시,부항댐 출렁다리,내국인,214979,214979,16099.0,13534.0,14343.0,20549.0,21895.0,17629.0,16247.0,14513.0,21854.0,30243.0,19168.0,8905.0
357,경상북도,김천시,부항댐(물 문화관),내국인,15853,15853,0.0,0.0,0.0,0.0,0.0,2682.0,2460.0,2619.0,1946.0,2724.0,2066.0,1356.0
358,경상북도,김천시,빗내농악전수관,내국인,1104,1104,114.0,61.0,67.0,208.0,67.0,67.0,54.0,52.0,83.0,82.0,86.0,163.0
359,경상북도,김천시,사명대사공원 건강문화원,내국인,7953,7953,436.0,426.0,409.0,548.0,729.0,711.0,867.0,672.0,652.0,819.0,794.0,890.0
360,경상북도,김천시,사명대사공원 한복체험관,내국인,572,572,18.0,21.0,11.0,80.0,71.0,28.0,55.0,18.0,54.0,120.0,87.0,9.0
361,경상북도,김천시,수도계곡,내국인,52346,52346,0.0,0.0,0.0,0.0,0.0,0.0,25701.0,26645.0,0.0,0.0,0.0,0.0
362,경상북도,김천시,수도산 자연휴양림,내국인,15621,15621,576.0,501.0,363.0,871.0,1120.0,1245.0,2835.0,3264.0,1153.0,1559.0,1048.0,1086.0
363,경상북도,김천시,옛날솜씨마을,내국인,8093,8093,0.0,0.0,650.0,530.0,866.0,769.0,719.0,530.0,865.0,869.0,1133.0,1162.0
364,경상북도,김천시,이화만리 녹색농촌 체험마을,내국인,2592,2592,248.0,158.0,141.0,191.0,298.0,149.0,366.0,42.0,154.0,461.0,186.0,198.0
365,경상북도,김천시,증산수도계곡캠핑장,내국인,4029,4029,55.0,65.0,187.0,424.0,594.0,462.0,464.0,590.0,365.0,646.0,163.0,14.0
366,경상북도,김천시,직지사,내국인,154886,154886,8716.0,6673.0,6552.0,15018.0,14094.0,10186.0,7555.0,9864.0,21972.0,29738.0,18678.0,5840.0
367,경상북도,안동시,갈라산,내국인,3267,3267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301.0,1216.0,750.0
368,경상북도,안동시,경북도청,내국인,48862,48862,2388.0,1746.0,2001.0,3024.0,2691.0,4908.0,5616.0,6172.0,1020.0,9532.0,9764.0,
369,경상북도,안동시,계명산자연휴양림,내국인,14533,14533,494.0,487.0,262.0,706.0,1174.0,1299.0,2317.0,2631.0,889.0,2133.0,1339.0,802.0
370,경상북도,안동시,권정생동화나라,내국인,25557,25557,1134.0,1285.0,1301.0,1576.0,2350.0,1428.0,1299.0,1561.0,4460.0,4082.0,2914.0,2167.0
371,경상북도,안동시,낙강물길공원,내국인,240220,240220,8077.0,9469.0,12225.0,27100.0,30343.0,23022.0,20374.0,21845.0,20200.0,33019.0,27036.0,7510.0
372,경상북도,안동시,농암종택,내국인,29809,29809,1520.0,1410.0,1118.0,1993.0,3140.0,2889.0,2558.0,3339.0,2690.0,3998.0,3513.0,1641.0
373,경상북도,안동시,단호샌드파크캠핑장,내국인,22479,22479,1430.0,1580.0,1260.0,2030.0,2252.0,1994.0,1866.0,2360.0,2022.0,2536.0,1628.0,1521.0
374,경상북도,안동시,도산서원,내국인,176517,176517,9501.0,7819.0,5992.0,10816.0,18409.0,13631.0,12178.0,17561.0,21196.0,29567.0,20595.0,9252.0
375,경상북도,안동시,만휴정,내국인,98614,98614,6034.0,5752.0,4624.0,7442.0,10035.0,9570.0,9594.0,11965.0,9030.0,9855.0,10024.0,4689.0
376,경상북도,안동시,봉정사,내국인,181987,181987,13782.0,11586.0,8855.0,12287.0,18135.0,13421.0,12575.0,16422.0,6941.0,35077.0,19136.0,13770.0
377,경상북도,안동시,선성현문화단지,내국인,90371,90371,5828.0,5403.0,5705.0,8053.0,11584.0,7025.0,5272.0,6585.0,8826.0,13006.0,9790.0,3294.0
378,경상북도,안동시,시립민속박물관,내국인,69739,69739,6088.0,4902.0,4396.0,5686.0,6332.0,6161.0,845.0,8640.0,6223.0,8153.0,5723.0,6590.0
379,경상북도,안동시,안동국제탈춤페스티벌,내국인,373980,373980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97432.0,276548.0,0.0,
380,경상북도,안동시,안동군자마을,내국인,12426,12426,466.0,434.0,861.0,1431.0,1194.0,1028.0,728.0,1015.0,1006.0,1395.0,1356.0,1512.0
381,경상북도,안동시,안동독립운동기념관,내국인,24816,24816,640.0,508.0,851.0,1278.0,3309.0,4727.0,1845.0,2903.0,2661.0,2869.0,1975.0,1250.0
382,경상북도,안동시,안동레이크골프클럽,내국인,92495,92495,4440.0,5028.0,8486.0,10012.0,10543.0,9694.0,7448.0,7740.0,9122.0,9153.0,7888.0,2941.0
383,경상북도,안동시,안동리버힐컨트리클럽,내국인,57159,57159,3286.0,2004.0,3165.0,3215.0,10304.0,9253.0,3889.0,4269.0,6552.0,7267.0,1852.0,2103.0
384,경상북도,안동시,안동문화관광단지 유교랜드,내국인,47966,47966,2746.0,1471.0,1234.0,2601.0,5285.0,4923.0,4845.0,6043.0,5328.0,5674.0,4065.0,3751.0
385,경상북도,안동시,안동문화관광단지 주토피움,내국인,73223,73223,5548.0,4812.0,5554.0,9269.0,11519.0,4832.0,4326.0,6147.0,6843.0,7687.0,4683.0,2003.0
386,경상북도,안동시,안동임청각,내국인,7661,7661,167.0,312.0,347.0,108.0,1622.0,1036.0,845.0,1152.0,1697.0,375.0,0.0,0.0
387,경상북도,안동시,안동체육관,내국인,35912,35912,0.0,0.0,500.0,200.0,8200.0,2000.0,6300.0,2100.0,2382.0,8500.0,2750.0,2980.0
388,경상북도,안동시,안동포전시관,내국인,16571,16571,373.0,475.0,613.0,3974.0,2390.0,960.0,1116.0,1232.0,999.0,2725.0,1123.0,591.0
389,경상북도,안동시,안동한지,내국인,12321,12321,772.0,727.0,724.0,1065.0,861.0,1338.0,991.0,830.0,1190.0,1688.0,1199.0,936.0
390,경상북도,안동시,암산유원지,내국인,318512,318512,69280.0,35204.0,18020.0,18871.0,24350.0,17639.0,19503.0,19144.0,18663.0,20998.0,25432.0,31408.0
391,경상북도,안동시,예움터마을,내국인,7674,7674,533.0,462.0,354.0,573.0,784.0,732.0,701.0,794.0,614.0,818.0,722.0,587.0
392,경상북도,안동시,월영교,내국인,388156,388156,21691.0,18711.0,18488.0,36182.0,37195.0,32236.0,38738.0,42611.0,39263.0,52165.0,33500.0,17376.0
393,경상북도,안동시,임하호 캠핑 수상레저타운,내국인,10887,10887,1794.0,652.0,333.0,609.0,930.0,887.0,1144.0,1401.0,885.0,941.0,672.0,639.0
394,경상북도,안동시,지례예술촌,내국인,2890,2890,261.0,146.0,196.0,270.0,237.0,251.0,289.0,282.0,160.0,291.0,253.0,254.0
395,경상북도,안동시,"천등산(1코스, 2코스)",내국인,7023,7023,191.0,1315.0,2174.0,1514.0,257.0,395.0,135.0,0.0,0.0,0.0,521.0,521.0
396,경상북도,안동시,태사묘,내국인,234,234,35.0,27.0,19.0,25.0,25.0,15.0,4.0,2.0,15.0,27.0,13.0,27.0
397,경상북도,안동시,하회마을,내국인,480962,480962,27165.0,23947.0,17123.0,40083.0,48185.0,36396.0,32223.0,50596.0,42849.0,89813.0,48783.0,23799.0
398,경상북도,안동시,학가산온천,내국인,245077,245077,18061.0,13289.0,14962.0,17768.0,20121.0,18483.0,17684.0,15062.0,21572.0,15990.0,31128.0,40957.0
399,경상북도,안동시,한국국학진흥원,내국인,14572,14572,192.0,104.0,192.0,360.0,790.0,1104.0,1123.0,1429.0,1857.0,3472.0,2608.0,1341.0
400,경상북도,구미시,구미과학관,내국인,42758,42758,2739.0,1769.0,2127.0,4386.0,4056.0,3746.0,3917.0,5056.0,3273.0,4598.0,4304.0,2787.0
401,경상북도,구미시,구미성리학역사관,내국인,109970,109970,7415.0,5454.0,8956.0,10346.0,10300.0,8120.0,6857.0,7603.0,10844.0,16273.0,12639.0,5163.0
402,경상북도,구미시,구미시 탄소제로교육관,내국인,38574,38574,940.0,575.0,1393.0,2905.0,3008.0,4880.0,3441.0,3069.0,4643.0,5535.0,5718.0,2467.0
403,경상북도,구미시,구미캠핑장,내국인,182247,182247,10030.0,9080.0,9766.0,11887.0,23877.0,18057.0,11044.0,9606.0,19307.0,25725.0,19559.0,14309.0
404,경상북도,구미시,금오산(탐방로 입구),내국인,320330,320330,18205.0,18230.0,19391.0,22933.0,25874.0,20603.0,22662.0,25544.0,26337.0,52488.0,44562.0,23501.0
405,경상북도,구미시,박대통령생가,내국인,99808,99808,4625.0,6177.0,7284.0,8150.0,9745.0,7487.0,6806.0,5931.0,6688.0,10759.0,20080.0,6076.0
406,경상북도,구미시,박정희대통령역사자료관,내국인,89611,89611,6003.0,5414.0,7397.0,8252.0,8703.0,8097.0,7652.0,5838.0,6810.0,10112.0,9936.0,5397.0
407,경상북도,구미시,산동참생태숲,내국인,181392,181392,5602.0,5931.0,8986.0,16743.0,23046.0,16946.0,12436.0,15602.0,20794.0,30666.0,17409.0,7231.0
408,경상북도,구미시,새마을운동테마공원,내국인,229929,229929,16806.0,12743.0,15727.0,25954.0,30936.0,33776.0,22997.0,19233.0,19488.0,10672.0,9770.0,11827.0
409,경상북도,구미시,신라불교초전지,내국인,80738,80738,3260.0,3482.0,4116.0,5716.0,9682.0,7388.0,7067.0,6522.0,9644.0,12152.0,8158.0,3551.0
410,경상북도,구미시,야은역사체험관,내국인,6419,6419,544.0,273.0,565.0,804.0,711.0,375.0,359.0,411.0,466.0,981.0,691.0,239.0
411,경상북도,구미시,옥성자연휴양림,내국인,29110,29110,1276.0,1352.0,900.0,1604.0,2306.0,3806.0,4494.0,4274.0,2458.0,3460.0,1626.0,1554.0
412,경상북도,구미시,왕산허위선생기념관,내국인,16909,16909,727.0,870.0,1220.0,1477.0,1256.0,1460.0,1575.0,1602.0,1602.0,1836.0,2142.0,1142.0
413,경상북도,구미시,천생산성,내국인,199848,199848,20633.0,15840.0,20770.0,18090.0,20090.0,16260.0,14580.0,10665.0,13840.0,19980.0,15900.0,13200.0
414,경상북도,영주시,국립공원야생생물보전원(여우),내국인,10215,10215,366.0,346.0,482.0,1023.0,1542.0,1010.0,913.0,1208.0,1235.0,1351.0,192.0,547.0
415,경상북도,영주시,국립산림치유원,내국인,67173,67173,481.0,753.0,727.0,1803.0,3219.0,4508.0,4735.0,9573.0,11453.0,15599.0,10621.0,3701.0
416,경상북도,영주시,무섬마을,내국인,416710,416710,34151.0,19148.0,11871.0,21618.0,32163.0,34650.0,35478.0,44987.0,47230.0,80088.0,38790.0,16536.0
417,경상북도,영주시,부석사,내국인,350062,350062,23560.0,18275.0,13699.0,21263.0,31564.0,24337.0,13119.0,19547.0,21160.0,96708.0,51390.0,15440.0
418,경상북도,영주시,소백산 풍기온천,내국인,146009,146009,14621.0,9326.0,8895.0,9875.0,11224.0,10028.0,9928.0,10347.0,10372.0,15616.0,15997.0,19780.0
419,경상북도,영주시,소백산국립공원(삼가),내국인,51215,51215,4646.0,4163.0,3951.0,3763.0,10214.0,5614.0,2485.0,3202.0,2282.0,4165.0,3090.0,3640.0
420,경상북도,영주시,소백산국립공원(초암),내국인,33790,33790,1589.0,1415.0,1819.0,2594.0,5637.0,4045.0,3307.0,2589.0,2030.0,4551.0,2960.0,1254.0
421,경상북도,영주시,소백산국립공원(희방),내국인,95774,95774,5267.0,4176.0,3896.0,7438.0,17604.0,11350.0,8533.0,8981.0,5315.0,10438.0,7201.0,5575.0
422,경상북도,영주시,소수서원,내국인,190315,190315,7598.0,5937.0,4984.0,11022.0,34766.0,12764.0,11175.0,14558.0,16808.0,45104.0,19859.0,5740.0
423,경상북도,영주시,솔향기농촌체험마을,내국인,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,경상북도,영주시,영주호 오토캠핑장,내국인,18444,18444,1098.0,1087.0,834.0,2568.0,2744.0,2025.0,1083.0,970.0,1502.0,2311.0,1500.0,722.0
425,경상북도,영주시,인삼박물관,내국인,9551,9551,352.0,258.0,238.0,347.0,687.0,1078.0,1086.0,1447.0,695.0,1314.0,1497.0,552.0
426,경상북도,영주시,콩세계과학관,내국인,112169,112169,3649.0,2784.0,2346.0,3537.0,8956.0,17796.0,22496.0,15345.0,10765.0,14448.0,7600.0,2447.0
427,경상북도,영천시,돌할매공원,내국인,63805,63805,7641.0,6784.0,4780.0,4806.0,5400.0,4573.0,4460.0,5040.0,5285.0,6216.0,4958.0,3862.0
428,경상북도,영천시,동의참누리원 영천 한의마을,내국인,70653,70653,6092.0,4413.0,4301.0,4565.0,5404.0,4462.0,3626.0,4358.0,5411.0,19948.0,5009.0,3064.0
429,경상북도,영천시,보현산댐짚와이어,내국인,7318,7318,21.0,189.0,234.0,457.0,1131.0,861.0,968.0,862.0,557.0,1302.0,566.0,170.0
430,경상북도,영천시,사일온천,내국인,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
431,경상북도,영천시,시안아트,내국인,12806,12806,824.0,824.0,824.0,1141.0,1400.0,1167.0,881.0,980.0,1037.0,2012.0,826.0,890.0
432,경상북도,영천시,영천 전투메모리얼파크 체험관,내국인,33129,33129,2313.0,2171.0,2584.0,3294.0,1446.0,3523.0,2911.0,2898.0,3149.0,3390.0,3129.0,2321.0
433,경상북도,영천시,영천목재문화체험장,내국인,2627,2627,144.0,26.0,0.0,263.0,441.0,376.0,142.0,110.0,294.0,284.0,165.0,382.0
434,경상북도,영천시,영천보현산천문과학관,내국인,20026,20026,1145.0,1066.0,733.0,1525.0,1900.0,1598.0,1664.0,2381.0,1493.0,3297.0,1794.0,1430.0
435,경상북도,영천시,운주산승마자연휴양림,내국인,25242,25242,2242.0,2067.0,1454.0,2651.0,2514.0,1720.0,2244.0,2671.0,1969.0,2217.0,1658.0,1835.0
436,경상북도,영천시,은해사,내국인,101033,101033,7107.0,7135.0,4932.0,0.0,0.0,0.0,0.0,0.0,0.0,40881.0,30838.0,10140.0
437,경상북도,영천시,임고강변공원,내국인,103719,103719,417.0,364.0,801.0,9653.0,21186.0,15132.0,8516.0,9728.0,8693.0,13974.0,6269.0,8986.0
438,경상북도,영천시,임고서원,내국인,26657,26657,1155.0,1764.0,3804.0,2128.0,2055.0,1235.0,2144.0,2176.0,2377.0,4366.0,2717.0,736.0
439,경상북도,영천시,천수누림길,내국인,20599,20599,0.0,0.0,1296.0,2782.0,0.0,0.0,3028.0,2873.0,2996.0,4625.0,2653.0,346.0
440,경상북도,영천시,치산관광지 등산로 입구,내국인,34294,34294,2053.0,2227.0,1990.0,2001.0,2634.0,2426.0,3684.0,4331.0,4181.0,4711.0,3008.0,1048.0
441,경상북도,영천시,치산관광지캠핑장,내국인,18621,18621,1264.0,1420.0,944.0,1185.0,1424.0,1788.0,2364.0,2828.0,1490.0,1585.0,1281.0,1048.0
442,경상북도,영천시,화랑설화마을,내국인,75522,75522,5012.0,4304.0,5124.0,7477.0,9087.0,5417.0,4782.0,6641.0,6488.0,8657.0,6002.0,6531.0
443,경상북도,상주시,경천섬 생태공원,내국인,165729,165729,12192.0,12492.0,8371.0,0.0,5796.0,19563.0,10994.0,17622.0,26226.0,28591.0,16627.0,7255.0
444,경상북도,상주시,국립낙동강생물자원관,내국인,128748,128748,7008.0,6425.0,7141.0,10040.0,17642.0,11587.0,12314.0,14166.0,10233.0,15453.0,9434.0,7305.0
445,경상북도,상주시,낙동 승곡마을,내국인,3068,3068,45.0,33.0,30.0,169.0,116.0,140.0,166.0,200.0,170.0,841.0,836.0,322.0
446,경상북도,상주시,낙동강 역사이야기관,내국인,24905,24905,1147.0,1179.0,2003.0,2545.0,3222.0,3009.0,2765.0,2638.0,1541.0,2166.0,1385.0,1305.0
447,경상북도,상주시,문장대,내국인,41438,41438,2635.0,2306.0,2189.0,3357.0,4045.0,3725.0,2533.0,2553.0,2462.0,7347.0,6227.0,2059.0
448,경상북도,상주시,상주국제승마장,내국인,11218,11218,547.0,3412.0,367.0,809.0,821.0,751.0,718.0,668.0,623.0,957.0,807.0,738.0
449,경상북도,상주시,상주박물관,내국인,17868,17868,726.0,650.0,910.0,1151.0,2061.0,1633.0,1787.0,1823.0,2034.0,2055.0,1821.0,1217.0
450,경상북도,상주시,성주봉자연휴양림,내국인,169304,169304,12077.0,9391.0,8659.0,11088.0,6771.0,11265.0,18945.0,20731.0,14856.0,19415.0,16976.0,19130.0
451,경상북도,문경시,가은역 꼬마열차,내국인,11174,11174,471.0,476.0,479.0,1478.0,1735.0,1032.0,827.0,903.0,1080.0,1814.0,659.0,220.0
452,경상북도,문경시,국립대야산자연휴양림,내국인,78758,78758,4524.0,4422.0,3068.0,5704.0,7545.0,6490.0,11168.0,11860.0,5964.0,9183.0,5742.0,3088.0
453,경상북도,문경시,단산모노레일,내국인,105422,105422,5825.0,4322.0,4010.0,7783.0,11464.0,10070.0,11392.0,11758.0,9485.0,13961.0,10296.0,5056.0
454,경상북도,문경시,문경 국민여가 캠핑장,내국인,15153,15153,598.0,505.0,535.0,1064.0,1429.0,1423.0,1840.0,1679.0,1450.0,2066.0,1496.0,1068.0
455,경상북도,문경시,문경관광사격장,내국인,44484,44484,2197.0,1564.0,1689.0,2562.0,4511.0,4035.0,5106.0,5938.0,3826.0,6981.0,3532.0,2543.0
456,경상북도,문경시,문경도자기박물관,내국인,37115,37115,1891.0,1914.0,1528.0,2745.0,3863.0,2956.0,3361.0,4113.0,3001.0,5799.0,3820.0,2124.0
457,경상북도,문경시,문경레저타운,내국인,100556,100556,2273.0,4299.0,8560.0,9989.0,11765.0,10893.0,10983.0,9215.0,9353.0,10667.0,9926.0,2633.0
458,경상북도,문경시,문경새재도립공원,내국인,1970954,1970954,77714.0,74646.0,66865.0,132733.0,193754.0,133508.0,125489.0,172259.0,165486.0,499902.0,254065.0,74533.0
459,경상북도,문경시,문경새재오픈세트장,내국인,193124,193124,8006.0,6431.0,6300.0,15761.0,20117.0,15415.0,12371.0,19994.0,18349.0,39858.0,24688.0,5834.0
460,경상북도,문경시,문경온천,내국인,149973,149973,11202.0,8240.0,8191.0,9296.0,11213.0,10405.0,7801.0,8819.0,11177.0,17757.0,19130.0,26742.0
461,경상북도,문경시,문경천문대,내국인,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
462,경상북도,문경시,문경철로자전거,내국인,79624,79624,1534.0,1442.0,1607.0,6380.0,9435.0,7356.0,4929.0,7238.0,9675.0,18676.0,10575.0,777.0
463,경상북도,문경시,문경활공랜드,내국인,45021,45021,112.0,521.0,1096.0,3005.0,4488.0,4069.0,5493.0,4443.0,6570.0,10179.0,4457.0,588.0
464,경상북도,문경시,박열의사기념관,내국인,7848,7848,83.0,72.0,261.0,381.0,776.0,629.0,945.0,784.0,654.0,1441.0,1070.0,752.0
465,경상북도,문경시,불정자연휴양림,내국인,27833,27833,704.0,518.0,1538.0,1151.0,1670.0,2630.0,2035.0,8152.0,1249.0,4236.0,2845.0,1105.0
466,경상북도,문경시,사계절썰매장,내국인,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
467,경상북도,문경시,에코랄라,내국인,216361,216361,7473.0,7413.0,5621.0,16040.0,28605.0,20589.0,16454.0,23438.0,19805.0,41194.0,20282.0,9447.0
468,경상북도,문경시,운강이강년기념관,내국인,9065,9065,325.0,372.0,576.0,607.0,725.0,1264.0,1165.0,1232.0,692.0,1511.0,399.0,197.0
469,경상북도,문경시,자연생태박물관,내국인,19723,19723,574.0,805.0,752.0,1196.0,2022.0,1971.0,2035.0,3092.0,2029.0,3043.0,1330.0,874.0
