,시도,군구,관광지,내/외국인,총계(2022.01 ~ 2022.12),인원계,2022년 01월,2022년 02월,2022년 03월,2022년 04월,2022년 05월,2022년 06월,2022년 07월,2022년 08월,2022년 09월,2022년 10월,2022년 11월,2022년 12월
652,전라남도,목포시,목포자연사박물관,내국인,168972,168972,6706.0,5958.0,5993.0,9854.0,18822.0,18206.0,17680.0,21273.0,13649.0,26417.0,12745.0,11669.0
653,전라남도,목포시,목화문화관,내국인,58172,58172,3566.0,2670.0,2476.0,4364.0,9233.0,8023.0,2196.0,5248.0,7590.0,6329.0,3682.0,2795.0
654,전라남도,목포시,부주산국제파크골프장,내국인,36275,36275,955.0,3103.0,1050.0,0.0,2397.0,4510.0,3720.0,4050.0,4290.0,5200.0,4600.0,2400.0
655,전라남도,목포시,부흥산 둘레길,내국인,157244,157244,11411.0,10476.0,13175.0,11273.0,19274.0,29574.0,13549.0,15500.0,11264.0,9190.0,8150.0,4408.0
656,전라남도,목포시,사랑의섬외달도,내국인,12946,12946,518.0,571.0,517.0,880.0,1347.0,1151.0,2346.0,2637.0,792.0,951.0,726.0,510.0
657,전라남도,목포시,성옥기념관,내국인,15720,15720,675.0,573.0,599.0,1215.0,1448.0,1715.0,1280.0,1659.0,1110.0,2126.0,2121.0,1199.0
658,전라남도,목포시,스카이워크,내국인,154710,154710,18290.0,8510.0,6502.0,8174.0,18504.0,12093.0,12680.0,11046.0,11955.0,22516.0,11227.0,13213.0
659,전라남도,목포시,시민의 종,내국인,54241,54241,2601.0,1996.0,2602.0,4477.0,7972.0,10089.0,3104.0,6251.0,4582.0,4281.0,3435.0,2851.0
660,전라남도,목포시,양을산 산림욕장,내국인,494423,494423,17750.0,16954.0,20326.0,27615.0,65063.0,95464.0,37724.0,51407.0,72060.0,38862.0,31874.0,19324.0
661,전라남도,목포시,어린이바다과학관,내국인,106203,106203,5017.0,3259.0,3857.0,6148.0,11180.0,12297.0,14524.0,18153.0,8647.0,10982.0,5887.0,6252.0
662,전라남도,목포시,어민 동산,내국인,118652,118652,8462.0,8631.0,10177.0,12113.0,13059.0,17243.0,6334.0,7536.0,12755.0,9606.0,6440.0,6296.0
663,전라남도,목포시,유달산둘레길,내국인,663401,663401,37010.0,32594.0,40221.0,39703.0,59654.0,76825.0,52305.0,86690.0,92074.0,61234.0,42835.0,42256.0
664,전라남도,목포시,유달유원지,내국인,163252,163252,6636.0,3608.0,5780.0,9442.0,18737.0,22402.0,10848.0,22337.0,11667.0,19862.0,22563.0,9370.0
665,전라남도,목포시,입암산 둘레숲길,내국인,350123,350123,22726.0,18626.0,11402.0,43758.0,60124.0,45160.0,25012.0,39822.0,20668.0,28481.0,20484.0,13860.0
666,전라남도,목포시,조각 공원,내국인,177120,177120,7745.0,8030.0,9592.0,24443.0,27381.0,27449.0,11120.0,15665.0,15286.0,11691.0,8912.0,9806.0
667,전라남도,목포시,춤추는 바다분수,내국인,572226,572226,35552.0,24640.0,40861.0,43929.0,69800.0,84217.0,39123.0,55252.0,79918.0,46853.0,34739.0,17342.0
668,전라남도,여수시,(주)여수예술랜드,내국인,451058,451058,29940.0,25766.0,16723.0,27422.0,46429.0,42744.0,41657.0,60572.0,33330.0,56203.0,39334.0,30938.0
669,전라남도,여수시,거문도,내국인,333599,333599,23484.0,15416.0,19842.0,32676.0,28480.0,40271.0,22128.0,51672.0,26444.0,28611.0,27624.0,16951.0
670,전라남도,여수시,경도골프장,내국인,114878,114878,7366.0,6130.0,7453.0,8990.0,12708.0,12062.0,10077.0,10232.0,8614.0,12556.0,11088.0,7602.0
671,전라남도,여수시,굴전여가캠핑장,내국인,11088,11088,1428.0,0.0,0.0,1420.0,1392.0,936.0,732.0,1008.0,1260.0,1288.0,780.0,844.0
672,전라남도,여수시,금오도,내국인,385873,385873,30169.0,17085.0,18825.0,23823.0,26628.0,22614.0,46350.0,38350.0,31813.0,56379.0,34405.0,39432.0
673,전라남도,여수시,돌산공원(여수해상케이블카),내국인,1265042,1265042,78901.0,75237.0,36265.0,82049.0,120750.0,119490.0,113530.0,174980.0,89440.0,162600.0,109400.0,102400.0
674,전라남도,여수시,디오션골프장,내국인,101277,101277,7080.0,6553.0,7285.0,9111.0,9881.0,9313.0,9184.0,9568.0,8768.0,9670.0,8465.0,6399.0
675,전라남도,여수시,디오션리조트 워터파크,내국인,193828,193828,7600.0,5882.0,6426.0,6754.0,11254.0,14957.0,48370.0,56252.0,4098.0,8734.0,10023.0,13478.0
676,전라남도,여수시,라마다 여수짚트랙,내국인,94029,94029,4954.0,4640.0,2832.0,6174.0,9551.0,8994.0,14203.0,15312.0,5570.0,9827.0,6697.0,5275.0
677,전라남도,여수시,봉황산자연휴양림,내국인,18978,18978,1060.0,135.0,304.0,1765.0,2471.0,2158.0,2354.0,2940.0,1582.0,722.0,1809.0,1678.0
678,전라남도,여수시,북한반잠수정,내국인,53363,53363,5133.0,5918.0,3440.0,3455.0,4407.0,4278.0,4749.0,4890.0,3368.0,4766.0,5446.0,3513.0
679,전라남도,여수시,소호요트장,내국인,2057,2057,0.0,0.0,0.0,0.0,0.0,523.0,823.0,711.0,0.0,0.0,0.0,0.0
680,전라남도,여수시,손양원목사기념관,내국인,16410,16410,420.0,0.0,315.0,565.0,1300.0,1695.0,2145.0,2440.0,1440.0,3540.0,1550.0,1000.0
681,전라남도,여수시,시티파크골프장,내국인,131699,131699,7325.0,7591.0,10500.0,12107.0,12837.0,12380.0,12222.0,12224.0,11707.0,12857.0,11538.0,8411.0
682,전라남도,여수시,아쿠아플라넷여수,내국인,776983,776983,51144.0,44229.0,30024.0,44318.0,70809.0,70491.0,95742.0,126478.0,55385.0,84953.0,49554.0,53856.0
683,전라남도,여수시,엑스포해양공원(EDG),내국인,3369012,3369012,234900.0,191702.0,158767.0,217000.0,306745.0,296804.0,423870.0,489267.0,245951.0,369283.0,221023.0,213700.0
684,전라남도,여수시,여수낭만포차,내국인,525303,525303,26034.0,21834.0,27364.0,41436.0,61336.0,52814.0,65378.0,75799.0,42501.0,55741.0,32347.0,22719.0
685,전라남도,여수시,여수민속전시관,내국인,7130,7130,456.0,307.0,401.0,527.0,680.0,479.0,592.0,562.0,1110.0,731.0,912.0,373.0
686,전라남도,여수시,여수하멜전시관,내국인,95076,95076,10057.0,7910.0,4875.0,6912.0,8112.0,7612.0,9303.0,10521.0,6374.0,9523.0,8126.0,5751.0
687,전라남도,여수시,여수해양레일바이크,내국인,59189,59189,8877.0,8434.0,5630.0,13460.0,22788.0,,,,,,,
688,전라남도,여수시,"여자만(시티투어,갯벌체험)",내국인,47483,47483,0.0,0.0,2625.0,4515.0,6539.0,4309.0,3043.0,3866.0,1879.0,15617.0,1933.0,3157.0
689,전라남도,여수시,예울마루,내국인,126057,126057,8692.0,2573.0,4123.0,6327.0,4161.0,13993.0,9961.0,15160.0,10315.0,15115.0,14889.0,20748.0
690,전라남도,여수시,오동도,내국인,1314233,1314233,105884.0,111196.0,92045.0,105775.0,130031.0,105961.0,83562.0,117944.0,96717.0,172845.0,113095.0,79178.0
691,전라남도,여수시,웅천친수공원해변,내국인,135113,135113,0.0,0.0,0.0,7384.0,18656.0,20348.0,23561.0,24090.0,14323.0,17756.0,8995.0,0.0
692,전라남도,여수시,유람선(오동도 코스),내국인,487697,487697,18267.0,17306.0,12335.0,31376.0,50448.0,54381.0,61216.0,64041.0,32930.0,63281.0,51014.0,31102.0
693,전라남도,여수시,유월드 루지테마파크,내국인,446977,446977,27564.0,14768.0,13710.0,24910.0,31101.0,31771.0,29817.0,72171.0,46587.0,69289.0,44722.0,40567.0
694,전라남도,여수시,장도(예술의섬),내국인,405124,405124,27572.0,24618.0,25931.0,32024.0,47362.0,41228.0,37673.0,39189.0,35723.0,40399.0,30635.0,22770.0
695,전라남도,여수시,전라남도 해양수산과학관,내국인,114818,114818,6839.0,0.0,0.0,11440.0,22933.0,12861.0,0.0,23428.0,10848.0,15483.0,0.0,10986.0
696,전라남도,여수시,조발도 해오름 언덕,내국인,681,681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0
697,전라남도,여수시,좌수영다리,내국인,140395,140395,8355.0,8741.0,12476.0,10461.0,11784.0,10688.0,9564.0,10098.0,10357.0,27290.0,12892.0,7689.0
698,전라남도,여수시,하화도,내국인,23964,23964,736.0,669.0,1526.0,6432.0,4683.0,2259.0,1035.0,1028.0,1350.0,2573.0,1200.0,473.0
699,전라남도,여수시,향일암,내국인,720841,720841,60471.0,50588.0,38585.0,54519.0,71524.0,61455.0,53959.0,78110.0,48378.0,85150.0,65639.0,52463.0
700,전라남도,여수시,흥국사,내국인,123244,123244,2455.0,3979.0,5388.0,14727.0,11311.0,14046.0,10551.0,9145.0,11913.0,14121.0,13304.0,12304.0
701,전라남도,순천시,거차 뻘배 체험장,내국인,7474,7474,119.0,95.0,110.0,428.0,838.0,729.0,718.0,1070.0,2003.0,902.0,358.0,104.0
702,전라남도,순천시,고인돌공원,내국인,11074,11074,537.0,506.0,505.0,1249.0,1242.0,1129.0,644.0,675.0,737.0,2476.0,1063.0,311.0
703,전라남도,순천시,그림책도서관,내국인,28224,28224,1663.0,841.0,1087.0,1796.0,2295.0,1625.0,3201.0,3504.0,2715.0,2715.0,3342.0,3440.0
704,전라남도,순천시,기독교역사박물관,내국인,9748,9748,247.0,358.0,480.0,613.0,1050.0,793.0,1013.0,1231.0,796.0,1593.0,931.0,643.0
705,전라남도,순천시,기적의도서관,내국인,63585,63585,3959.0,3639.0,3818.0,4321.0,6426.0,5719.0,6325.0,7846.0,5737.0,5356.0,5375.0,5064.0
706,전라남도,순천시,낙안민속자연휴양림,내국인,57293,57293,4846.0,4488.0,4965.0,5636.0,5424.0,4593.0,4756.0,5745.0,3842.0,5405.0,4607.0,2986.0
707,전라남도,순천시,낙안읍성민속마을,내국인,670944,670944,34546.0,37812.0,25667.0,52051.0,63537.0,48357.0,27774.0,39384.0,52988.0,188150.0,71400.0,29278.0
708,전라남도,순천시,레이크힐스 골프장,내국인,178476,178476,10440.0,12244.0,15377.0,17498.0,18616.0,17396.0,14048.0,15978.0,15607.0,18537.0,16226.0,6509.0
709,전라남도,순천시,물사랑 학습 체험관,내국인,18310,18310,2160.0,1800.0,1260.0,1190.0,1320.0,900.0,1067.0,1185.0,1323.0,3470.0,1260.0,1375.0
710,전라남도,순천시,부영컨트리클럽,내국인,101543,101543,6302.0,7333.0,8667.0,9187.0,9841.0,9450.0,8972.0,8264.0,8777.0,9729.0,8999.0,6022.0
711,전라남도,순천시,선암사,내국인,296986,296986,13811.0,13626.0,25958.0,57758.0,26668.0,20144.0,15774.0,19326.0,14853.0,40755.0,39417.0,8896.0
712,전라남도,순천시,송광사,내국인,157631,157631,9277.0,7958.0,8002.0,11280.0,13227.0,11479.0,9536.0,15647.0,12920.0,26201.0,25466.0,6638.0
713,전라남도,순천시,순천 드라마 촬영장,내국인,246221,246221,12950.0,12187.0,10019.0,13853.0,22672.0,18235.0,11182.0,23726.0,18757.0,53991.0,30349.0,18300.0
714,전라남도,순천시,순천만국가정원·순천만습지,내국인,2666516,2666516,137850.0,100702.0,109127.0,276099.0,348048.0,205319.0,115256.0,153814.0,226676.0,567733.0,326059.0,99833.0
715,전라남도,순천시,순천만생태문화교육원,내국인,145083,145083,1759.0,10061.0,4685.0,12092.0,10202.0,10851.0,8272.0,10372.0,10585.0,13761.0,23927.0,28516.0
716,전라남도,순천시,순천문화건강센터 수영장,내국인,174418,174418,8672.0,6891.0,8705.0,9201.0,12345.0,16718.0,21493.0,20411.0,18493.0,18622.0,16987.0,15880.0
717,전라남도,순천시,순천문화예술회관 ,내국인,61641,61641,2474.0,2697.0,882.0,2853.0,4166.0,4963.0,5910.0,3953.0,7623.0,8040.0,9502.0,8578.0
718,전라남도,순천시,순천부 읍성 남문터 광장,내국인,481468,481468,30.0,115.0,127.0,40.0,292.0,1543.0,684.0,1647.0,326.0,475727.0,424.0,513.0
719,전라남도,순천시,순천생태마을,내국인,9880,9880,270.0,634.0,766.0,913.0,1069.0,944.0,621.0,1037.0,1076.0,849.0,998.0,703.0
720,전라남도,순천시,순천시립뿌리깊은나무박물관,내국인,15999,15999,1300.0,1092.0,1294.0,1682.0,1681.0,922.0,825.0,1006.0,1221.0,2882.0,1277.0,817.0
721,전라남도,순천시,순천시청소년수련원,내국인,41866,41866,1998.0,2880.0,1543.0,780.0,4446.0,5462.0,7310.0,3483.0,4157.0,4688.0,4653.0,466.0
722,전라남도,순천시,순천용오름마을,내국인,7628,7628,21.0,47.0,308.0,448.0,388.0,625.0,1345.0,2444.0,861.0,761.0,219.0,161.0
723,전라남도,순천시,순천자연휴양림,내국인,33169,33169,302.0,914.0,1520.0,3164.0,3246.0,2449.0,2262.0,4304.0,1087.0,4772.0,4532.0,4617.0
724,전라남도,순천시,순천철도마을박물관,내국인,14886,14886,616.0,479.0,683.0,783.0,1299.0,1785.0,1116.0,2298.0,1197.0,1841.0,1753.0,1036.0
725,전라남도,순천시,순천컨트리클럽,내국인,47723,47723,2785.0,2814.0,3180.0,4279.0,5031.0,4742.0,3929.0,4001.0,4579.0,5670.0,4590.0,2123.0
726,전라남도,순천시,순천향매실마을,내국인,5208,5208,135.0,68.0,1029.0,1005.0,444.0,334.0,566.0,565.0,371.0,103.0,349.0,239.0
727,전라남도,순천시,승주CC,내국인,126462,126462,8091.0,8608.0,11095.0,12178.0,13733.0,12184.0,10999.0,11244.0,10736.0,11283.0,9910.0,6401.0
728,전라남도,순천시,어린이교통공원,내국인,6327,6327,63.0,0.0,53.0,608.0,586.0,522.0,642.0,802.0,678.0,662.0,1153.0,558.0
729,전라남도,순천시,업사이클센터더새롬,내국인,9113,9113,362.0,311.0,655.0,775.0,1008.0,909.0,1013.0,1048.0,692.0,830.0,782.0,728.0
730,전라남도,순천시,에코촌유스호스텔,내국인,7795,7795,0.0,0.0,0.0,0.0,0.0,1056.0,527.0,959.0,1845.0,1974.0,823.0,611.0
731,전라남도,순천시,예술의 성,내국인,6700,6700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150.0,1750.0,1300.0,1500.0
732,전라남도,순천시,잡월드,내국인,97096,97096,5426.0,2152.0,1037.0,7709.0,12605.0,11061.0,10475.0,10984.0,9642.0,12766.0,11948.0,1291.0
733,전라남도,순천시,전통야생차체험관,내국인,16012,16012,632.0,556.0,898.0,1675.0,1837.0,1391.0,1022.0,1557.0,1183.0,2126.0,2376.0,759.0
734,전라남도,순천시,청춘창고,내국인,82012,82012,9843.0,9574.0,9655.0,9724.0,9689.0,5039.0,5026.0,5512.0,4398.0,6655.0,3184.0,3713.0
735,전라남도,순천시,파인힐스골프장,내국인,132909,132909,8019.0,8557.0,11410.0,12642.0,13953.0,13274.0,13166.0,13020.0,11929.0,12018.0,10737.0,4184.0
736,전라남도,순천시,팔마실내수영장,내국인,128144,128144,7226.0,5923.0,6879.0,5606.0,8226.0,14467.0,11511.0,16354.0,13185.0,13239.0,12816.0,12712.0
737,전라남도,순천시,팔마체육관,내국인,81175,81175,0.0,2000.0,2000.0,2000.0,14500.0,1830.0,3400.0,37461.0,2850.0,4760.0,7668.0,2706.0
738,전라남도,순천시,호남호국기념관,내국인,27594,27594,1123.0,812.0,1338.0,2230.0,2347.0,4136.0,2698.0,3136.0,2630.0,2913.0,2570.0,1661.0
739,전라남도,나주시,골드레이크CC,내국인,213091,213091,12982.0,12550.0,18033.0,20116.0,20851.0,20113.0,20007.0,20192.0,19264.0,20633.0,18629.0,9721.0
740,전라남도,나주시,국립나주박물관,내국인,289160,289160,6045.0,6785.0,11263.0,15830.0,32029.0,18043.0,17319.0,18636.0,22763.0,113722.0,17221.0,9504.0
741,전라남도,나주시,금성관,내국인,131510,131510,967.0,7710.0,7870.0,12716.0,14876.0,13678.0,20166.0,14687.0,11352.0,14941.0,9425.0,3122.0
742,전라남도,나주시,금성산 둘레길,내국인,51745,51745,7081.0,6133.0,6001.0,4344.0,2775.0,0.0,3300.0,960.0,5485.0,6320.0,5646.0,3700.0
743,전라남도,나주시,나주CC,내국인,43977,43977,2963.0,2625.0,3902.0,4268.0,4936.0,4491.0,3977.0,3737.0,3755.0,4026.0,3602.0,1695.0
744,전라남도,나주시,나주목사내아,내국인,888,888,35.0,37.0,25.0,75.0,96.0,75.0,109.0,134.0,19.0,101.0,121.0,61.0
745,전라남도,나주시,나주배박물관,내국인,6622,6622,258.0,232.0,351.0,736.0,0.0,411.0,561.0,915.0,992.0,1034.0,544.0,588.0
746,전라남도,나주시,나주학생독립운동기념관,내국인,13214,13214,535.0,469.0,676.0,889.0,1180.0,1261.0,976.0,1136.0,1713.0,1834.0,1624.0,921.0
747,전라남도,나주시,나주힐스CC,내국인,50450,50450,2437.0,2870.0,4491.0,4921.0,5313.0,5059.0,5057.0,5187.0,4579.0,4423.0,3918.0,2195.0
748,전라남도,나주시,복암리 고분전시관,내국인,14109,14109,742.0,527.0,733.0,1159.0,1560.0,1670.0,1185.0,940.0,1440.0,1857.0,1320.0,976.0
749,전라남도,나주시,불회사 입구,내국인,59171,59171,1262.0,3421.0,4072.0,9241.0,6538.0,3791.0,3589.0,4293.0,4612.0,7657.0,7899.0,2796.0
750,전라남도,나주시,빛가람전망대,내국인,183218,183218,14365.0,10723.0,12831.0,16359.0,18984.0,17256.0,14722.0,16463.0,14873.0,23083.0,13497.0,10062.0
751,전라남도,나주시,영상테마파크,내국인,31107,31107,2728.0,2441.0,2392.0,2153.0,3142.0,2450.0,1837.0,2120.0,2915.0,4937.0,2674.0,1318.0
752,전라남도,나주시,전라남도 산림자원연구소,내국인,126624,126624,3132.0,1222.0,1444.0,13416.0,18590.0,5875.0,8347.0,13920.0,14676.0,20474.0,18451.0,7077.0
753,전라남도,나주시,중흥골드스파,내국인,283277,283277,4354.0,3924.0,2949.0,3323.0,22357.0,27066.0,67064.0,89697.0,14310.0,16795.0,17354.0,14084.0
754,전라남도,나주시,천연염색박물관,내국인,66473,66473,3088.0,2145.0,2801.0,2636.0,6214.0,7830.0,8107.0,1544.0,8049.0,10326.0,9234.0,4499.0
755,전라남도,나주시,해피니스CC,내국인,210439,210439,11933.0,12096.0,17228.0,20063.0,21736.0,21014.0,19808.0,19299.0,18924.0,20667.0,18189.0,9482.0
756,전라남도,나주시,황포돛배,내국인,19805,19805,197.0,292.0,401.0,2338.0,2371.0,2312.0,1692.0,2294.0,2505.0,3681.0,1518.0,204.0
757,전라남도,광양시,고사마을,내국인,3030,3030,180.0,250.0,250.0,250.0,150.0,250.0,300.0,350.0,150.0,300.0,250.0,350.0
758,전라남도,광양시,광양궁시전수교육관,내국인,11268,11268,560.0,520.0,630.0,643.0,864.0,968.0,922.0,922.0,1111.0,2166.0,982.0,980.0
759,전라남도,광양시,광양문예회관,내국인,31050,31050,350.0,1210.0,1990.0,1830.0,2900.0,2380.0,3110.0,2196.0,2889.0,4031.0,4273.0,3891.0
760,전라남도,광양시,광양실내수영장,내국인,223066,223066,14180.0,9822.0,12934.0,14611.0,18646.0,21947.0,24456.0,25041.0,20238.0,20892.0,20375.0,19924.0
761,전라남도,광양시,광양에코파크,내국인,25058,25058,93.0,701.0,393.0,1225.0,2540.0,3600.0,4223.0,5019.0,2081.0,2292.0,1504.0,1387.0
762,전라남도,광양시,광양역사문화관,내국인,1019,1019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0
763,전라남도,광양시,광양예술창고,내국인,25256,25256,1794.0,1301.0,1625.0,1617.0,2751.0,2715.0,2638.0,2524.0,1915.0,2415.0,1935.0,2026.0
764,전라남도,광양시,광양와인동굴,내국인,57757,57757,387.0,2428.0,3996.0,2728.0,4325.0,5644.0,9186.0,11652.0,4443.0,6341.0,3418.0,3209.0
765,전라남도,광양시,광양유당공원,내국인,7181,7181,410.0,448.0,613.0,915.0,915.0,684.0,517.0,291.0,506.0,674.0,735.0,473.0
766,전라남도,광양시,광양컨트리클럽,내국인,44201,44201,3200.0,2900.0,3300.0,4200.0,4700.0,3118.0,3990.0,3600.0,3800.0,4600.0,4200.0,2593.0
767,전라남도,광양시,광양항컨테이너부두,내국인,4355,4355,0.0,0.0,0.0,128.0,457.0,455.0,590.0,470.0,484.0,671.0,841.0,259.0
768,전라남도,광양시,구봉산전망대,내국인,54289,54289,2654.0,2603.0,2709.0,3318.0,4282.0,2668.0,5367.0,5111.0,6607.0,6796.0,8195.0,3979.0
769,전라남도,광양시,국사봉 사계절썰매장,내국인,5130,5130,0.0,200.0,80.0,150.0,200.0,500.0,1000.0,3000.0,0.0,0.0,0.0,0.0
770,전라남도,광양시,김시식지,내국인,9883,9883,451.0,461.0,657.0,761.0,1384.0,999.0,399.0,1266.0,986.0,986.0,798.0,735.0
771,전라남도,광양시,느랭이골자연휴양림,내국인,3368,3368,0.0,0.0,176.0,437.0,449.0,519.0,361.0,246.0,140.0,559.0,374.0,107.0
772,전라남도,광양시,도선국사마을,내국인,30356,30356,1246.0,1241.0,1652.0,2460.0,3678.0,2671.0,2163.0,1642.0,2736.0,4956.0,4059.0,1852.0
773,전라남도,광양시,마동저수지 생태공원,내국인,195317,195317,14899.0,14384.0,17695.0,19533.0,21618.0,18620.0,16026.0,15136.0,16790.0,14804.0,15451.0,10361.0
774,전라남도,광양시,매천 황현선생 생가,내국인,6037,6037,314.0,299.0,405.0,533.0,837.0,601.0,492.0,266.0,458.0,590.0,676.0,566.0
775,전라남도,광양시,메아리마을,내국인,5809,5809,186.0,134.0,88.0,295.0,294.0,457.0,1049.0,1110.0,483.0,622.0,613.0,478.0
776,전라남도,광양시,백운산 자연휴양림,내국인,54923,54923,3275.0,3322.0,4047.0,4558.0,2092.0,5698.0,6356.0,5777.0,5231.0,6632.0,5136.0,2799.0
777,전라남도,광양시,백운산 치유의 숲 센터 ,내국인,21152,21152,806.0,880.0,1111.0,1733.0,1534.0,1698.0,2263.0,2101.0,2397.0,2973.0,2361.0,1295.0
778,전라남도,광양시,백운산 하천섬공원,내국인,64748,64748,3238.0,5084.0,6239.0,4043.0,5280.0,3015.0,4328.0,4340.0,9567.0,4846.0,10038.0,4730.0
779,전라남도,광양시,백운산등산로,내국인,710770,710770,44621.0,173334.0,44904.0,22588.0,43320.0,81379.0,45773.0,39182.0,74540.0,52290.0,54305.0,34534.0
780,전라남도,광양시,백운산마을,내국인,4484,4484,80.0,88.0,180.0,158.0,181.0,1280.0,205.0,152.0,335.0,773.0,786.0,266.0
781,전라남도,광양시,백학동마을,내국인,32475,32475,1070.0,1960.0,1000.0,2380.0,3610.0,2980.0,6630.0,4920.0,1475.0,2645.0,2665.0,1140.0
782,전라남도,광양시,봉강햇살촌,내국인,16289,16289,889.0,904.0,669.0,1112.0,2084.0,1132.0,2505.0,2415.0,1299.0,1078.0,1381.0,821.0
783,전라남도,광양시,사라실 라벤더 치유정원,내국인,8000,8000,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0
784,전라남도,광양시,섬진강 자전거길(섬진강 100리 테마로드),내국인,272381,272381,18087.0,28077.0,27341.0,35905.0,31145.0,31957.0,11610.0,20982.0,11903.0,19840.0,22025.0,13509.0
785,전라남도,광양시,옥룡사지 동백나무 숲,내국인,27441,27441,1809.0,2590.0,6042.0,2539.0,2759.0,1576.0,1305.0,862.0,1866.0,2674.0,1783.0,1636.0
786,전라남도,광양시,윤동주 유고 보존 정병욱 가옥 ,내국인,34093,34093,1811.0,1396.0,2949.0,2446.0,3782.0,2859.0,2626.0,1083.0,3346.0,4314.0,3700.0,3781.0
787,전라남도,광양시,장도전수관(박물관),내국인,9099,9099,182.0,101.0,472.0,731.0,719.0,1015.0,934.0,1057.0,1040.0,1604.0,880.0,364.0
788,전라남도,광양시,점동마을 금광동굴,내국인,1126,1126,85.0,51.0,170.0,76.0,24.0,9.0,79.0,339.0,293.0,0.0,0.0,0.0
789,전라남도,광양시,청매실농원,내국인,299624,299624,2922.0,10392.0,118091.0,38377.0,15300.0,19824.0,22183.0,15998.0,20297.0,10337.0,18456.0,7447.0
790,전라남도,광양시,해오름육교 ,내국인,129783,129783,11760.0,11695.0,11748.0,12937.0,14953.0,11785.0,10906.0,8208.0,10906.0,9607.0,8182.0,7096.0
791,전라남도,광양시,형제의병장마을,내국인,5000,5000,296.0,234.0,246.0,243.0,306.0,598.0,669.0,543.0,572.0,569.0,440.0,284.0
792,전라남도,담양군,가마골생태공원,내국인,20417,20417,919.0,858.0,1022.0,1391.0,1513.0,1431.0,2759.0,4038.0,1733.0,1834.0,2206.0,713.0
793,전라남도,담양군,곤충박물관,내국인,85786,85786,5320.0,4083.0,4764.0,6787.0,9575.0,8742.0,8759.0,12683.0,7149.0,8013.0,6026.0,3885.0
794,전라남도,담양군,금성산성,내국인,45058,45058,4618.0,3881.0,3480.0,3820.0,3030.0,2466.0,7347.0,5383.0,2766.0,3529.0,3588.0,1150.0
795,전라남도,담양군,담양 커피농장,내국인,10808,10808,551.0,650.0,765.0,950.0,1010.0,901.0,950.0,1250.0,1320.0,1020.0,930.0,511.0
796,전라남도,담양군,담양온천,내국인,153762,153762,11535.0,9128.0,8958.0,10207.0,13167.0,12556.0,13779.0,14441.0,12042.0,14972.0,15102.0,17875.0
797,전라남도,담양군,대담미술관,내국인,28034,28034,1093.0,1112.0,1332.0,1840.0,2364.0,2441.0,2643.0,2854.0,2532.0,3951.0,4260.0,1612.0
798,전라남도,담양군,라온야영장,내국인,7056,7056,516.0,612.0,296.0,296.0,604.0,684.0,1156.0,1208.0,408.0,544.0,456.0,276.0
799,전라남도,담양군,레이나CC,내국인,85781,85781,4928.0,4147.0,7131.0,8809.0,9623.0,9571.0,8120.0,7839.0,7443.0,8646.0,7020.0,2504.0
800,전라남도,담양군,메타세쿼이아가로수길,내국인,462021,462021,19137.0,16616.0,15269.0,27496.0,52251.0,42349.0,34109.0,45485.0,35803.0,67753.0,81615.0,24138.0
801,전라남도,담양군,메타프로방스,내국인,448070,448070,59352.0,47153.0,45935.0,42236.0,43166.0,45884.0,33832.0,27194.0,24699.0,31071.0,28199.0,19349.0
802,전라남도,담양군,명옥헌원림,내국인,111236,111236,5900.0,6913.0,5649.0,2803.0,3922.0,3894.0,26182.0,23732.0,7276.0,4286.0,5256.0,15423.0
803,전라남도,담양군,병풍산,내국인,29523,29523,2039.0,1966.0,1523.0,1837.0,2014.0,1381.0,1778.0,3442.0,2530.0,2453.0,7038.0,1522.0
804,전라남도,담양군,소쇄원,내국인,126135,126135,6644.0,5382.0,5783.0,10177.0,15064.0,11550.0,10514.0,16517.0,11065.0,16501.0,12751.0,4187.0
805,전라남도,담양군,식영정,내국인,8260,8260,353.0,327.0,321.0,489.0,596.0,613.0,721.0,682.0,1527.0,842.0,1161.0,628.0
806,전라남도,담양군,용마루길,내국인,428907,428907,8914.0,41614.0,41640.0,71057.0,61700.0,52304.0,42711.0,29536.0,18258.0,27916.0,24861.0,8396.0
807,전라남도,담양군,죽녹원,내국인,723346,723346,37977.0,35239.0,30482.0,54401.0,87305.0,71511.0,55633.0,79203.0,59888.0,107021.0,80037.0,24649.0
808,전라남도,담양군,죽화경,내국인,20863,20863,0.0,0.0,0.0,607.0,5859.0,2322.0,5851.0,5267.0,234.0,352.0,187.0,184.0
809,전라남도,담양군,창평슬로시티,내국인,96917,96917,7805.0,6722.0,7630.0,8089.0,8980.0,7856.0,5716.0,5725.0,4114.0,5910.0,16807.0,11563.0
810,전라남도,담양군,추억의골목,내국인,63607,63607,4880.0,4843.0,3683.0,7524.0,9005.0,5165.0,3493.0,4727.0,4846.0,7833.0,4988.0,2620.0
